1	899.3570	-3281.1852	202.71
2	73.1153	-3249.2151	204.54
3	558.7688	-3273.0004	205.30
4	413.3276	-3267.3728	206.36
5	-133.0415	-3258.8514	206.36
6	763.5645	-3298.5379	206.36
7	207.1609	-3277.0087	206.53
8	994.6738	-3339.2340	206.56
9	-26.4021	-3299.7251	206.56
10	899.9481	-3387.2074	206.90
11	64.3334	-3354.8746	206.90
12	760.3289	-3409.3156	207.49
13	199.2743	-3438.6747	208.12
14	839.6680	-3428.9779	208.32
15	327.4750	-3437.2932	210.32
16	952.7217	-3444.2605	208.32
17	7.3091	-3407.6792	208.32
18	872.3464	-3474.3954	208.49
19	136.5072	-3579.8934	210.05
20	1007.3312	-3481.0194	209.47
21	364.0987	-3495.2852	211.93
22	666.7430	-3472.8346	209.93
23	792.5580	-3481.3456	210.63
24	415.2356	-3501.1839	211.00
25	833.0260	-3546.3217	212.18
26	386.0324	-3559.9781	212.72
27	947.3206	-3544.2764	211.79
28	405.5117	-3562.7633	212.79
29	801.5147	-3570.6527	212.26
30	400.8996	-3541.0877	212.13
31	569.2591	-3560.9242	212.13
32	1039.1333	-3558.3969	212.13
33	312.8824	-3569.7471	212.23
34	667.6003	-3595.2529	212.83
35	472.2820	-3635.1309	212.13
36	869.6023	-3560.5737	212.60
37	-106.7688	-3575.6261	212.10
38	-168.7310	-3525.3207	212.65
39	496.0068	-3639.5876	212.65
40	565.0221	-3628.6512	212.70
41	1037.9133	-3590.4437	212.91
42	850.4693	-3584.8521	213.50
43	945.5468	-3592.9643	213.50
44	365.8281	-3555.9343	213.50
45	632.4544	-3689.6902	210.29
46	514.5910	-3726.1226	210.16
47	352.8410	-3630.8177	212.16
48	135.7911	-3694.8741	210.91
49	582.6793	-3683.8952	210.71
50	558.6512	-3763.6526	210.25
51	762.3710	-3646.0020	209.09
52	118.0112	-3609.9507	210.12
53	519.2197	-3771.2036	210.23
54	576.6322	-3776.6475	210.26
55	248.4076	-3797.4914	210.26
56	-131.8827	-3622.5481	211.30
57	247.7755	-3876.8867	210.30
58	36.1528	-3778.2561	212.01
59	694.9625	-3663.9656	209.02
60	-59.9311	-3643.7591	212.62
61	224.2743	-3831.6220	210.31
62	721.5739	-3681.0403	209.31
63	846.6536	-3689.9331	209.00
64	285.2874	-3610.7902	210.00
65	539.1524	-3823.7636	210.27
66	467.3662	-3820.9860	210.28
67	200.4770	-3563.9512	210.02
68	642.8521	-3842.3887	210.02
69	572.3716	-3830.8934	210.02
70	601.8761	-3843.4857	210.02
71	111.1789	-3631.9542	210.62
72	801.7817	-3683.5951	209.15
73	306.4635	-3646.4757	210.15
74	616.5712	-3859.4336	210.15
75	723.6134	-3728.1644	209.15
76	783.4544	-3735.2434	209.01
77	316.6248	-3593.5509	212.01
78	214.2465	-3682.6375	210.01
79	268.0521	-3660.5110	210.14
80	758.1223	-3741.0809	209.14
81	616.1254	-3735.8042	210.14
82	450.1308	-3870.7067	210.14
83	451.0493	-3871.0225	210.46
84	846.5577	-3763.5344	208.57
85	279.6957	-3684.1789	210.57
86	-191.1307	-3678.9825	211.18
87	461.7744	-3894.3746	210.58
88	723.2118	-3767.7685	208.58
89	856.7425	-3778.6095	208.58
90	268.3865	-3698.4223	210.58
91	818.6413	-3782.5593	209.58
92	306.0586	-3705.3040	210.71
93	511.1401	-3916.3898	210.71
94	488.1374	-3915.4997	210.71
95	-184.5124	-3760.9267	211.11
96	776.0857	-3803.0893	210.71
97	40.2360	-3749.2836	212.66
98	-177.5265	-3725.5519	211.10
99	-115.2282	-3754.2395	211.10
100	155.1715	-3731.0192	212.87
101	231.2234	-3810.3073	210.49
102	255.0263	-3742.7217	210.99
103	57.6099	-3683.7332	210.63
104	626.5020	-3811.6721	210.76
105	301.9952	-3855.2290	210.76
106	667.9122	-3816.3467	210.76
107	413.6774	-3718.2452	210.76
108	813.4826	-3853.0325	211.12
109	743.5516	-3831.5316	211.26
110	683.9071	-3882.5118	211.26
111	927.5485	-3893.3630	211.26
112	692.3693	-3859.4145	211.26
113	-31.9451	-3754.2177	213.26
114	766.0858	-3872.7247	211.50
115	838.5633	-3882.9847	211.50
116	814.3172	-3888.6214	211.50
117	181.1161	-3807.9599	211.70
118	730.5724	-3887.9029	211.70
119	594.6897	-3886.3780	211.70
120	637.9432	-3906.6749	211.70
121	676.5458	-3927.6337	211.70
122	245.3085	-3910.9477	211.86
123	376.3800	-3916.0293	212.00
124	606.8009	-3925.6356	212.00
125	314.9993	-3914.3448	212.02
126	775.9708	-3932.2714	212.02
127	145.8224	-3907.8888	212.22
128	-235.4146	-4129.3823	212.22
129	742.3947	-3934.6250	212.56
130	179.1262	-3912.8302	212.56
131	704.4082	-3949.5774	212.56
132	776.6295	-3952.4920	212.56
133	143.6032	-3927.9981	212.56
134	396.3182	-3938.4470	212.56
135	7.2571	-3927.8462	213.56
136	1030.7337	-3907.1229	212.56
137	79.4884	-3930.7612	213.24
138	390.4887	-3943.2351	213.24
139	-20.8604	-3937.3261	213.24
140	-62.1397	-3936.2493	213.24
141	436.8046	-3955.8754	213.24
142	751.7859	-3970.9853	213.24
143	166.9435	-3948.3557	213.25
144	54.6348	-3949.2540	213.31
145	-186.6095	-3883.9092	213.62
146	358.4264	-3972.1571	213.31
147	582.7859	-3999.0119	213.31
148	333.2726	-3989.3574	213.49
149	632.7450	-4002.5862	213.49
150	283.1866	-3989.0606	213.49
151	-151.4436	-4361.9005	218.70
152	161.3186	-3394.2469	207.57
153	778.9455	-4010.3148	213.49
154	136.8260	-3985.4690	213.67
155	146.9285	-3380.6468	207.39
156	-22.7580	-3979.3842	213.67
157	718.3187	-4009.3199	213.67
158	197.3485	-3989.1618	213.67
159	111.7815	-3325.2503	206.69
160	326.0255	-3329.8134	207.70
161	281.4157	-3326.2239	207.61
162	21.1776	-3987.5891	213.67
163	519.9284	-4010.9205	214.16
164	395.0219	-4006.0874	214.16
165	112.2554	-3457.5650	208.57
166	830.3492	-4029.8369	214.16
167	84.0676	-4000.9607	214.46
168	481.8579	-4028.3015	214.46
169	431.6355	-4026.3582	214.46
170	306.6782	-3396.1447	209.14
171	250.8360	-3345.5374	207.62
172	725.7732	-4053.8314	214.49
173	186.4868	-4032.9646	214.49
174	508.2213	-4049.4166	214.49
175	403.7195	-4045.3731	214.49
176	205.4344	-3362.4139	207.51
177	28.6225	-4032.0902	214.49
178	145.7968	-3313.5231	206.69
179	329.5788	-4067.2328	214.62
180	670.5210	-4080.4951	214.62
181	-6.6598	-3350.4807	207.36
182	-73.4664	-3342.3057	207.64
183	-94.9535	-3367.5609	208.42
