184	-155.2042	-3386.4757	209.77
185	-1.8303	-4058.7327	214.62
186	-58.8805	-3447.2166	209.84
187	-26.6301	-4058.7638	214.62
188	783.3225	-4090.9143	214.62
189	-76.6400	-3887.2569	213.63
190	723.1137	-4093.3382	214.62
191	-116.8378	-3869.8490	213.62
192	822.9804	-4097.6827	214.62
193	86.1718	-4069.1731	215.05
194	882.8219	-4104.7517	215.05
195	25.9730	-4071.5973	215.05
196	-22.8596	-3431.8403	209.17
197	85.6971	-3421.1341	208.20
198	641.7865	-4101.7800	215.05
199	-215.3439	-3876.4011	213.05
200	928.4169	-4116.6235	215.05
201	-20.4031	-4079.9104	215.05
202	963.2532	-4119.4626	215.23
203	-55.3546	-4080.0491	215.23
204	44.1530	-3482.8799	209.46
205	-10.7014	-3503.1173	211.02
206	-116.6765	-3495.2902	211.50
207	-92.7518	-3455.2226	210.35
208	-159.7157	-3581.0531	212.18
209	628.8964	-4125.3292	215.47
210	-228.2341	-3899.9503	213.47
211	396.4216	-3293.4073	206.87
212	376.2924	-3331.7584	207.60
213	378.1441	-3380.2767	208.46
214	378.0621	-3430.5834	209.33
215	430.1699	-3426.1020	209.47
216	455.6172	-3401.9076	208.51
217	884.8610	-4151.8858	215.47
218	20.2879	-4118.4325	215.47
219	682.6061	-4147.8427	215.47
220	-193.2137	-3934.7938	215.47
221	456.9131	-3368.4179	207.68
222	918.9968	-4162.2234	215.47
223	-14.5346	-4126.1019	216.16
224	1007.2954	-4168.6222	216.16
225	468.3095	-3314.8223	206.71
226	728.5890	-4161.0705	216.16
227	-128.5415	-3935.6916	213.16
228	339.6664	-4249.3242	216.16
229	317.9460	-4148.0335	216.16
230	544.7128	-3315.9152	206.39
231	31.4383	-4139.3293	216.28
232	290.2169	-4263.6130	216.45
233	366.1535	-4166.1009	216.45
234	232.5559	-4264.5943	216.45
235	177.4172	-4262.4607	216.63
236	625.9094	-3337.6903	206.56
237	690.0003	-3319.6735	206.29
238	680.6816	-3367.7596	206.96
239	661.8382	-3421.0671	208.56
240	610.3332	-3488.2494	210.84
241	558.4855	-3469.4078	210.61
242	-179.7159	-4162.5124	215.65
243	686.6966	-4201.9613	216.63
244	-170.4338	-3976.5824	215.63
245	784.1854	-4206.7243	216.63
246	-72.9451	-3981.3453	213.63
247	251.7275	-4289.2339	216.63
248	896.7575	-4215.0530	216.63
249	3.5459	-4180.4916	216.63
250	910.7362	-4215.8741	217.00
251	-10.4444	-4180.2305	217.12
252	813.1713	-4213.0797	217.12
253	87.0347	-4184.9830	217.15
254	567.3935	-3404.3693	208.51
255	-212.7193	-3982.3718	215.15
256	557.9509	-3359.2840	207.43
257	-199.2844	-4176.5764	215.55
258	952.4479	-4224.9136	217.86
259	-52.7299	-4186.0199	217.86
260	347.5950	-4318.0522	217.86
261	304.7304	-4215.9433	216.86
262	252.1750	-4318.7933	217.96
263	609.4016	-3523.3847	211.46
264	1001.4767	-4248.1367	217.96
265	-103.4165	-4205.3846	217.96
266	620.5371	-3545.9533	212.13
267	-171.5107	-4011.3968	215.56
268	515.1527	-3597.9977	212.42
269	526.8383	-3532.2431	212.24
270	532.3802	-3586.8348	212.28
271	134.5357	-4339.2602	218.10
272	451.3276	-3561.3387	211.58
273	-181.6367	-4231.8100	218.10
274	684.3698	-4268.8214	218.10
275	211.1539	-4250.5110	216.43
276	907.8902	-4282.7040	218.43
277	-12.7809	-4247.0801	218.43
278	227.8819	-4358.2336	218.43
279	174.8416	-4356.1812	218.43
280	345.6013	-4366.7315	218.43
281	483.1311	-3510.3960	211.54
282	-172.7607	-4043.4424	215.10
283	463.8139	-3431.3887	210.33
284	999.7025	-4296.8345	218.70
285	-105.4106	-4254.0739	218.70
286	246.7205	-4392.2574	218.70
287	153.4403	-4388.6480	218.70
288	-244.7238	-4358.2911	218.70
289	-204.2911	-4279.5898	218.70
290	229.3648	-4418.9663	218.91
291	345.7606	-3462.3134	210.57
292	296.6693	-3510.6345	210.51
293	646.6838	-4343.5101	218.91
294	126.1314	-3532.6352	209.48
295	325.3308	-4432.0466	218.91
296	72.8408	-3608.8331	210.68
297	265.4516	-4430.6103	219.25
298	131.7916	-4425.4385	219.25
299	-132.7125	-4400.2534	219.25
300	75.6296	-4323.0053	219.38
301	816.8311	-4434.8070	219.38
302	-50.4673	-4321.7789	220.25
303	1014.8654	-4363.5206	220.32
304	-125.6811	-4319.3890	220.32
305	5.6023	-3611.8214	211.56
306	-185.5603	-4317.9527	220.32
307	242.9203	-4469.7784	220.32
308	229.3614	-4473.3668	220.32
309	164.4700	-4470.8560	220.30
310	-155.2438	-4439.4215	220.32
311	-168.8027	-4443.0099	220.52
312	-233.6941	-4440.4991	220.37
313	390.5901	-3637.2485	211.72
314	452.4494	-3676.9086	211.45
315	573.0106	-3596.5098	212.40
316	610.9553	-3627.7913	212.15
317	559.3205	-3661.1966	211.58
318	583.5131	-3710.5794	210.22
319	374.6904	-3806.8458	210.55
320	916.5484	-3729.0556	209.55
321	729.7477	-4524.7673	221.12
322	146.1244	-4502.1849	220.10
323	523.5910	-4534.4035	221.12
324	350.9302	-4527.7227	223.08
325	-252.0397	-4471.8280	220.12
326	-173.5601	-4512.6723	220.97
327	869.0312	-4558.4077	223.97
328	4.6580	-4524.9622	220.32
329	953.4332	-3691.3529	210.57
330	989.3822	-3677.8372	211.55
331	1024.2612	-3643.7835	212.51
332	916.7543	-3771.9201	209.53
333	958.8644	-3743.7362	210.69
334	991.6558	-3763.6384	211.57
335	998.0128	-3840.2810	211.71
336	949.9676	-3829.1053	210.42
337	981.1652	-3938.3855	212.54
338	902.3443	-3855.2125	210.38
339	883.4490	-3813.4881	209.45
340	887.6563	-3897.5008	211.52
341	824.2032	-3947.2188	212.63
342	902.0363	-3959.5471	212.54
343	850.1135	-4000.3946	213.54
344	901.6663	-4017.2960	213.52
345	988.2422	-3996.4226	213.54
346	983.6447	-4067.0513	214.59
347	888.6241	-4065.2380	214.41
348	605.4239	-4059.8700	214.38
349	569.6088	-4118.1108	215.44
350	505.7958	-4177.1315	215.51
351	426.0189	-4215.0379	215.59
352	437.7854	-4103.6934	215.40
353	262.5660	-4102.5036	215.51
354	149.4318	-4086.9461	215.43
355	80.2495	-4140.1691	216.33
356	176.9880	-4145.7755	216.52
357	247.8061	-4146.6524	216.38
358	-106.1922	-4043.5151	215.49
359	-137.9238	-4092.5972	215.31
360	61.1081	-4249.3649	218.25
361	27.0829	-4309.5384	219.44
362	-20.0465	-4371.0679	220.15
363	-91.8005	-4394.3782	219.67
364	-113.2975	-4468.0797	220.37
365	-192.0664	-4479.9385	220.72
366	-86.6672	-4502.6500	220.53
367	0.9065	-4504.1752	220.30
368	3.4982	-4437.1956	220.13
369	64.7195	-4445.1545	219.74
370	54.2071	-4379.5311	219.65
371	-70.6534	-4281.5333	219.31
372	145.5243	-4284.3080	217.51
373	145.4723	-4189.2761	216.77
374	249.2258	-4206.3339	216.59
375	297.6009	-4353.5455	218.30
376	399.7806	-4363.0893	218.52
377	401.5084	-4318.4362	217.62
378	456.1567	-4255.3340	216.51
379	527.9107	-4232.0238	216.48
380	618.3540	-4207.5735	216.54
381	792.0616	-4247.8347	217.54
382	828.4944	-4318.1877	218.28
383	937.6170	-4341.0433	219.37
384	893.4293	-4374.7368	219.37
385	911.9646	-4425.7640	220.60
386	967.0049	-4545.2835	221.47
387	852.0090	-4529.6540	222.84
388	813.8483	-4503.9541	221.54
389	830.3981	-4461.7378	220.41
390	743.6782	-4486.3323	220.49
391	742.6184	-4417.3481	219.50
392	729.9663	-4310.6486	218.38
393	654.6947	-4376.6793	219.31
394	644.1522	-4456.3946	220.26
395	671.1424	-4481.6623	220.57
396	564.6634	-4486.8589	220.58
397	573.7042	-4397.7689	219.44
398	564.5495	-4345.2414	218.69
399	588.1241	-4266.0304	217.37
400	505.1998	-4288.9084	217.35
401	472.7483	-4356.5960	218.63
402	472.0904	-4421.7871	219.49
403	395.1832	-4433.7179	219.37
404	507.0215	-4482.7653	220.39
405	452.7431	-4488.1183	220.24
406	363.6675	-4477.2184	220.53
407	340.8948	-4487.5172	221.32
408	275.1580	-4499.8803	221.51
409	464.2716	-4141.9848	215.46
410	560.9381	-4149.4519	215.48
411	87.5449	-3844.9972	212.40
412	78.1201	-3781.9642	212.91
413	289.5912	-3791.8405	210.38
414	346.8110	-3758.4859	210.63
415	417.4947	-3771.3833	210.57
416	471.6481	-3773.4787	210.40
417	510.5526	-3863.0586	210.45
418	379.3953	-3880.0022	211.46
419	409.8657	-3837.1440	210.37
420	201.1885	-3536.0526	209.61
421	216.7936	-3614.5685	210.01
422	37.8794	-3858.3192	212.67
423	730.5307	-3653.0778	209.13
424	721.4895	-3623.9344	210.71
425	718.7593	-3606.8914	211.58
426	699.6297	-3575.6639	212.37
427	675.7504	-3535.7839	211.42
428	760.5613	-3533.9843	211.43
429	706.0244	-3497.9992	210.55
430	792.3587	-3369.2281	207.32
